Age,Fare,Parch,PassengerId,SibSp,Survived,Ticket,Fare_bin,Fare_bin_id,Ticket_Letter,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Name_Master,Name_Miss,Name_Mr,Name_Mrs,Name_Officer,Name_Royalty,Age_scaled,Fare_scaled
8.828126619769119,5.081933333333333,1,66,1,1,2661,"(-0.001, 7.229]",4,3,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,-1.5608567885422469,-0.7142370783099211
29.0,10.5,0,67,0,1,C.A. 29395,"(7.896, 10.5]",2,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.06662524719647697,-0.31424213572720977
19.0,8.1583,0,68,0,0,S.P. 3464,"(7.896, 10.5]",2,12,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.807375257460852,-0.4871208053103209
17.0,7.925,2,69,4,1,3101281,"(7.896, 10.5]",2,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.955525259513727,-0.5043444435277441
26.0,8.6625,0,70,2,0,315151,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.2888502502757895,-0.4498976660508921
32.0,10.5,0,71,0,0,C.A. 33111,"(7.896, 10.5]",2,6,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.15559975588283553,-0.31424213572720977
16.0,5.8625,2,72,5,0,CA 2144,"(-0.001, 7.229]",4,11,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,-1.0296002605401644,-0.6566108551155508
21.0,10.5,0,73,0,0,S.O.C. 14879,"(7.896, 10.5]",2,13,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.6592252554079769,-0.31424213572720977
26.0,7.2271,0,74,1,0,2680,"(-0.001, 7.229]",4,3,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,-0.2888502502757895,-0.5558677059021103
32.0,7.061975,0,75,0,1,1601,"(-0.001, 7.229]",4,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.15559975588283553,-0.5680582470965038
25.0,7.65,0,76,0,0,348123,"(7.229, 7.896]",0,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,-0.36292525130222697,-0.5246466317394517
27.81668915571623,7.8958,0,77,0,0,349208,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.1542789992013919,-0.5065001667851327
30.037529346372295,8.05,0,78,0,0,374746,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.010229740201009844,-0.4951161761587861
0.83,9.666666666666666,2,79,0,1,248738,"(7.896, 10.5]",2,3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,-2.1533180261112217,-0.37576391818692967
30.0,6.2375,0,80,0,1,364516,"(-0.001, 7.229]",4,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0.007449753829960531,-0.6289260530086769
22.0,9.0,0,81,0,0,345767,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.5851502543815394,-0.4249813441547055
29.0,9.5,0,82,0,1,345779,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.06662524719647697,-0.3880682746788736
23.80248031135531,7.7875,0,83,0,1,330932,"(7.229, 7.896]",0,3,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,-0.4516315234677615,-0.5144955376335979
28.0,23.55,0,84,0,0,113059,"(10.5, 26.277]",3,3,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.14070024822291446,0.6491889775920032
17.0,10.5,0,85,0,1,SO/C 14885,"(7.896, 10.5]",2,14,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.955525259513727,-0.31424213572720977
33.0,7.925,0,86,3,1,3101278,"(7.896, 10.5]",2,3,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.22967475690927303,-0.5043444435277441
16.0,6.875,3,87,1,0,W./C. 6608,"(-0.001, 7.229]",4,15,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.0296002605401644,-0.5818618894269911
30.037529346372295,8.05,0,88,0,0,SOTON/OQ 392086,"(7.896, 10.5]",2,16,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.010229740201009844,-0.4951161761587861
23.0,43.833333333333336,2,89,3,1,19950,"(26.277, 128.082]",1,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,-0.511075253355102,2.146629162661585
24.0,8.05,0,90,0,0,343275,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.43700025232866446,-0.4951161761587861
29.0,8.05,0,91,0,0,343276,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.06662524719647697,-0.4951161761587861
20.0,7.8542,0,92,0,0,347466,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.7333002564344145,-0.5095713341655219
46.0,30.5875,0,93,1,0,W.E.P. 5734,"(26.277, 128.082]",1,17,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.1926497702529606,1.1687404304643374
26.0,5.14375,2,94,1,0,C.A. 2315,"(-0.001, 7.229]",4,6,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.2888502502757895,-0.7096733924870592
59.0,7.25,0,95,0,0,364500,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2.155624783596648,-0.5541770873201172
30.037529346372295,8.05,0,96,0,0,374910,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.010229740201009844,-0.4951161761587861
71.0,34.6542,0,97,0,0,PC 17754,"(26.277, 128.082]",1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.044524795913898,1.468969189739069
23.0,31.67915,1,98,0,1,PC 17759,"(26.277, 128.082]",1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-0.511075253355102,1.2493327350509214
34.0,11.5,1,99,0,1,231919,"(10.5, 26.277]",3,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.3037497579357105,-0.24041599677554595
34.0,13.0,0,100,1,0,244367,"(10.5, 26.277]",3,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.3037497579357105,-0.1296767883480502
28.0,7.8958,0,101,0,0,349245,"(7.229, 7.896]",0,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.14070024822291446,-0.5065001667851327
27.81668915571623,7.8958,0,102,0,0,349215,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.1542789992013919,-0.5065001667851327
21.0,38.64375,1,103,0,0,35281,"(26.277, 128.082]",1,3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,-0.6592252554079769,1.7635022623936791
33.0,8.6542,0,104,0,0,7540,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.22967475690927303,-0.4505104230041909
37.0,7.925,0,105,2,0,3101276,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.525974761015023,-0.5043444435277441
28.0,7.8958,0,106,0,0,349207,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.14070024822291446,-0.5065001667851327
21.0,7.65,0,107,0,1,343120,"(7.229, 7.896]",0,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.6592252554079769,-0.5246466317394517
22.884160191814356,7.775,0,108,0,1,312991,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.5196560872653558,-0.5154183643704937
38.0,7.8958,0,109,0,0,349249,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.6000497620414605,-0.5065001667851327
24.49620292207792,8.049999999999999,0,110,1,1,371110,"(7.896, 10.5]",2,3,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,-0.40024402036642126,-0.4951161761587862
47.0,26.0,0,111,0,0,110465,"(10.5, 26.277]",3,3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.266724771279398,0.8300630180235796
14.5,7.2271,0,112,1,0,2665,"(-0.001, 7.229]",4,3,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,-1.1407127620798208,-0.5558677059021103
22.0,8.05,0,113,0,0,324669,"(7.896, 10.5]",2,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.5851502543815394,-0.4951161761587861
20.0,9.825,0,114,1,0,4136,"(7.896, 10.5]",2,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.7333002564344145,-0.3640747795195829
17.0,7.22915,0,115,0,0,2627,"(-0.001, 7.229]",4,3,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,-0.955525259513727,-0.5557163623172594
21.0,7.925,0,116,0,0,STON/O 2. 3101294,"(7.896, 10.5]",2,18,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.6592252554079769,-0.5043444435277441
70.5,7.75,0,117,0,0,370369,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,3.0074872954006793,-0.5172640178442853
29.0,10.5,0,118,1,0,11668,"(7.896, 10.5]",2,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.06662524719647697,-0.31424213572720977
24.0,82.50693333333334,1,119,0,0,PC 17558,"(26.277, 128.082]",1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-0.43700025232866446,5.001751730022651
2.0,4.4678571428571425,2,120,4,0,347082,"(-0.001, 7.229]",4,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,-2.0666502749102897,-0.7595719524749247
21.0,10.5,0,121,2,0,S.O.C. 14879,"(7.896, 10.5]",2,13,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.6592252554079769,-0.31424213572720977
30.037529346372295,8.05,0,122,0,0,A4. 54510,"(7.896, 10.5]",2,19,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.010229740201009844,-0.4951161761587861
32.5,15.0354,0,123,1,0,237736,"(10.5, 26.277]",3,3,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.19263725639605428,0.0205889348741663
32.5,13.0,0,124,0,1,27267,"(10.5, 26.277]",3,3,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0.19263725639605428,-0.1296767883480502
54.0,38.64375,1,125,0,0,35281,"(26.277, 128.082]",1,3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.7852497784644605,1.7635022623936791
12.0,5.62085,0,126,1,1,2651,"(-0.001, 7.229]",4,3,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,-1.3259002646459146,-0.6744509415932204
35.312929288256186,7.75,0,127,0,0,370372,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0.40100499631092734,-0.5172640178442853
24.0,7.1417,0,128,0,1,C 17369,"(-0.001, 7.229]",4,20,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.43700025232866446,-0.5621724581685824
14.758641428571444,7.452766666666666,1,129,1,1,2668,"(7.229, 7.896]",0,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,-1.1215538979929118,-0.5392076072120182
45.0,6.975,0,130,0,0,347061,"(-0.001, 7.229]",4,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1.118574769226523,-0.5744792755318248
33.0,7.8958,0,131,0,0,349241,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.22967475690927303,-0.5065001667851327
20.0,7.05,0,132,0,0,SOTON/O.Q. 3101307,"(-0.001, 7.229]",4,21,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.7333002564344145,-0.56894231511045
47.0,7.25,0,133,1,0,A/5. 3337,"(7.229, 7.896]",0,5,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1.266724771279398,-0.5541770873201172
29.0,13.0,0,134,1,1,228414,"(10.5, 26.277]",3,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.06662524719647697,-0.1296767883480502
25.0,13.0,0,135,0,0,C.A. 29178,"(10.5, 26.277]",3,6,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.36292525130222697,-0.1296767883480502
23.0,15.0458,0,136,0,0,SC/PARIS 2133,"(10.5, 26.277]",3,22,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,-0.511075253355102,0.02135672671926365
19.0,26.2833,2,137,0,1,11752,"(26.277, 128.082]",1,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,-0.807375257460852,0.850977963188586
37.0,26.55,0,138,1,0,113803,"(26.277, 128.082]",1,3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.525974761015023,0.8706673944469947
16.0,4.60835,0,139,0,0,7534,"(-0.001, 7.229]",4,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.0296002605401644,-0.74919990728178
24.0,39.6,0,140,0,0,PC 17593,"(26.277, 128.082]",1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-0.43700025232866446,1.834098507766208
27.318408357142882,5.081933333333333,2,141,0,0,2678,"(-0.001, 7.229]",4,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,-0.1911891498671667,-0.7142370783099211
22.0,7.75,0,142,0,1,347081,"(7.229, 7.896]",0,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.5851502543815394,-0.5172640178442853
24.0,7.925,0,143,1,1,STON/O2. 3101279,"(7.896, 10.5]",2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.43700025232866446,-0.5043444435277441
19.0,6.75,0,144,0,0,365222,"(-0.001, 7.229]",4,3,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,-0.807375257460852,-0.5910901567959491
18.0,11.5,0,145,0,0,231945,"(10.5, 26.277]",3,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.8814502584872895,-0.24041599677554595
19.0,9.1875,1,146,1,0,C.A. 33112,"(7.896, 10.5]",2,6,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.807375257460852,-0.41113894310126853
27.0,7.7958,0,147,0,1,350043,"(7.229, 7.896]",0,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.21477524924935198,-0.5138827806802991
9.0,6.875,2,148,2,0,W./C. 6608,"(-0.001, 7.229]",4,15,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,-1.548125267725227,-0.5818618894269911
36.5,8.666666666666666,2,149,0,0,230080,"(7.896, 10.5]",2,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.4889372605018043,-0.4495900571385935
42.0,13.0,0,150,0,0,244310,"(10.5, 26.277]",3,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.8963497661472105,-0.1296767883480502
51.0,12.525,0,151,0,0,S.O.P. 1166,"(10.5, 26.277]",3,23,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1.563024775385148,-0.1647442043500905
22.0,33.3,0,152,1,1,113776,"(26.277, 128.082]",1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.5851502543815394,1.3689938323707254
